OrderID,CustomerID,ProductID,Quantity,OrderDate,Status
271,556,617,3,17-08-2024,Processing
272,1178,3811,4,17-08-2024,Processing
273,3729,183,1,17-08-2024,Cancelled
274,3645,689,4,17-08-2024,Shipped
275,258,4052,2,17-08-2024,Processing
276,4817,4449,5,17-08-2024,Delivered
277,2943,742,2,17-08-2024,Cancelled
278,2331,1336,4,17-08-2024,Cancelled
279,1320,378,4,17-08-2024,Processing
280,1198,3328,1,17-08-2024,Cancelled
281,3615,1939,1,17-08-2024,Shipped
282,4171,2121,4,17-08-2024,Delivered
283,2327,730,1,17-08-2024,Processing
284,3510,3162,2,17-08-2024,Delivered
285,990,3896,2,17-08-2024,Processing
286,3165,930,3,17-08-2024,Processing
287,1274,1972,2,17-08-2024,Cancelled
288,4543,113,4,17-08-2024,Processing
289,4668,1259,2,17-08-2024,Shipped
290,1025,3649,4,17-08-2024,Cancelled
291,2943,984,1,17-08-2024,Processing
292,67,1403,5,17-08-2024,Shipped
293,3704,2864,2,17-08-2024,Processing
294,937,805,4,17-08-2024,Delivered
295,1745,458,3,17-08-2024,Shipped
296,2598,4442,1,17-08-2024,Processing
297,4993,2857,1,17-08-2024,Cancelled
298,2841,1921,5,17-08-2024,Shipped
299,38,147,1,17-08-2024,Cancelled
300,2259,2858,1,17-08-2024,Cancelled
301,1575,3366,4,17-08-2024,Processing
302,545,2446,5,17-08-2024,Delivered
303,3693,4488,4,17-08-2024,Cancelled
304,2288,2686,3,17-08-2024,Cancelled
305,995,79,1,17-08-2024,Cancelled
306,559,885,4,17-08-2024,Processing
307,4881,4799,3,17-08-2024,Processing
308,2795,4395,4,17-08-2024,Shipped
309,1254,4625,5,17-08-2024,Delivered
310,1357,4063,4,17-08-2024,Processing
311,4192,4943,4,17-08-2024,Cancelled
312,1124,804,2,17-08-2024,Cancelled
313,4308,4512,2,17-08-2024,Processing
314,234,3240,1,17-08-2024,Cancelled
315,2391,2725,2,17-08-2024,Shipped
316,2034,1313,5,17-08-2024,Delivered
317,4446,2581,1,17-08-2024,Delivered
318,2264,91,5,17-08-2024,Cancelled
319,3487,1418,3,17-08-2024,Delivered
320,2642,3766,5,17-08-2024,Shipped
321,3587,3445,3,17-08-2024,Delivered
322,464,4337,3,17-08-2024,Cancelled
323,2362,1007,1,17-08-2024,Shipped
324,368,4632,2,17-08-2024,Shipped
325,915,2984,1,17-08-2024,Delivered
326,4364,4654,2,17-08-2024,Delivered
327,3029,3973,4,17-08-2024,Cancelled
328,1985,3485,3,17-08-2024,Processing
329,2514,4312,1,17-08-2024,Delivered
330,3257,1335,4,17-08-2024,Cancelled
331,3834,2112,1,17-08-2024,Shipped
332,584,4418,4,17-08-2024,Processing
333,3836,1895,5,17-08-2024,Shipped
334,3178,2167,1,17-08-2024,Processing
335,1319,4621,5,17-08-2024,Shipped
336,4882,1545,2,17-08-2024,Cancelled
337,1866,4074,3,17-08-2024,Delivered
338,4140,1392,2,17-08-2024,Cancelled
339,4603,964,4,17-08-2024,Shipped
340,2327,531,3,17-08-2024,Delivered
341,1189,2046,5,17-08-2024,Processing
342,3450,4093,5,17-08-2024,Cancelled
343,132,143,5,17-08-2024,Delivered
344,991,4378,3,17-08-2024,Shipped
345,385,4061,1,17-08-2024,Delivered
346,3502,4082,3,17-08-2024,Shipped
347,3413,3981,5,17-08-2024,Delivered
348,3987,4342,3,17-08-2024,Shipped
349,2178,855,1,17-08-2024,Processing
350,4448,2521,2,17-08-2024,Cancelled
351,652,3277,5,17-08-2024,Delivered
352,2802,780,3,17-08-2024,Cancelled
353,1528,2918,1,17-08-2024,Processing
354,258,1956,1,17-08-2024,Processing
355,4236,3301,4,17-08-2024,Shipped
356,2848,2290,1,17-08-2024,Processing
357,3944,4813,4,17-08-2024,Shipped
358,2790,3251,2,17-08-2024,Shipped
359,3532,1519,5,17-08-2024,Processing
360,1688,3425,3,17-08-2024,Processing
361,2252,3561,2,17-08-2024,Delivered
362,4205,4403,5,17-08-2024,Cancelled
363,3914,4753,2,17-08-2024,Shipped
364,3119,1727,3,17-08-2024,Delivered
365,3840,1938,2,17-08-2024,Processing
366,4281,4178,3,17-08-2024,Shipped
367,2831,946,3,17-08-2024,Shipped
368,4154,3184,2,17-08-2024,Cancelled
369,2370,4225,4,17-08-2024,Shipped
370,2903,1659,3,17-08-2024,Shipped
371,2661,4571,1,17-08-2024,Shipped
372,3990,387,4,17-08-2024,Processing
373,388,3950,1,17-08-2024,Cancelled
374,3971,1976,2,17-08-2024,Cancelled
375,1907,314,4,17-08-2024,Cancelled
376,4337,1712,1,17-08-2024,Cancelled
377,2603,3649,1,17-08-2024,Cancelled
378,22,4335,5,17-08-2024,Cancelled
379,1673,25,2,17-08-2024,Processing
380,4249,1719,1,17-08-2024,Delivered
381,2848,2405,2,17-08-2024,Shipped
382,4172,4959,1,17-08-2024,Shipped
383,1075,1530,3,17-08-2024,Processing
384,1655,2729,3,17-08-2024,Cancelled
385,3017,3802,1,17-08-2024,Delivered
386,4179,2969,3,17-08-2024,Shipped
387,4163,2491,5,17-08-2024,Delivered
388,3481,2243,1,17-08-2024,Cancelled
389,1053,3329,1,17-08-2024,Processing
390,3958,1269,2,17-08-2024,Processing
391,3791,775,1,17-08-2024,Shipped
392,3030,1169,5,17-08-2024,Processing
393,1016,73,5,17-08-2024,Cancelled
394,1719,3290,3,17-08-2024,Delivered
395,490,2891,4,17-08-2024,Processing
396,3866,569,3,17-08-2024,Shipped
397,2095,3950,4,17-08-2024,Shipped
398,99,4138,2,17-08-2024,Delivered
399,557,1637,3,17-08-2024,Processing
400,2711,2704,3,17-08-2024,Shipped
401,2413,4729,1,17-08-2024,Processing
402,3278,4002,3,17-08-2024,Processing
403,3647,2965,3,17-08-2024,Delivered
404,4110,1990,3,17-08-2024,Delivered
405,114,2087,5,17-08-2024,Processing
406,4625,266,2,17-08-2024,Processing
407,2089,186,2,17-08-2024,Delivered
408,180,1165,3,17-08-2024,Shipped
409,2311,3929,3,17-08-2024,Shipped
410,2133,3933,1,17-08-2024,Cancelled
411,3481,2925,5,17-08-2024,Delivered
412,1834,991,3,17-08-2024,Processing
413,1918,558,4,17-08-2024,Processing
414,2523,696,1,17-08-2024,Delivered
415,498,3934,5,17-08-2024,Shipped
416,84,733,4,17-08-2024,Cancelled
417,495,4590,1,17-08-2024,Cancelled
418,1000,4333,2,17-08-2024,Delivered
419,1310,4994,1,17-08-2024,Delivered
420,545,3711,1,17-08-2024,Cancelled
421,3609,4068,1,17-08-2024,Delivered
422,3693,4500,2,17-08-2024,Shipped
423,2141,2775,1,17-08-2024,Processing
424,1257,4764,5,17-08-2024,Delivered
425,230,2305,2,17-08-2024,Shipped
426,1082,1076,2,17-08-2024,Shipped
427,1422,4444,5,17-08-2024,Shipped
428,215,3628,1,17-08-2024,Processing
429,4209,3324,3,17-08-2024,Cancelled
430,1710,1975,3,17-08-2024,Delivered
431,3004,454,2,17-08-2024,Processing
432,1510,665,1,17-08-2024,Processing
433,4561,2204,4,17-08-2024,Delivered
434,2665,4260,4,17-08-2024,Shipped
435,2528,1369,4,17-08-2024,Shipped
436,3925,1539,4,17-08-2024,Processing
437,1460,315,1,17-08-2024,Processing
438,4236,2118,4,17-08-2024,Delivered
439,226,3008,3,17-08-2024,Cancelled
440,741,1762,5,17-08-2024,Processing
441,1350,4852,4,17-08-2024,Processing
442,4047,3033,1,17-08-2024,Processing
443,3521,3088,4,17-08-2024,Delivered
444,4512,3078,4,17-08-2024,Cancelled
445,228,333,5,17-08-2024,Cancelled
446,4719,3134,3,17-08-2024,Shipped
447,2586,180,3,17-08-2024,Shipped
448,4465,1576,3,17-08-2024,Cancelled
449,665,4937,5,17-08-2024,Cancelled
450,843,3045,2,17-08-2024,Processing
451,3836,411,3,17-08-2024,Shipped
452,3007,408,2,17-08-2024,Cancelled
453,3323,2776,5,17-08-2024,Cancelled
454,1247,2524,5,17-08-2024,Delivered
455,4220,4159,3,17-08-2024,Cancelled
456,1410,3382,5,17-08-2024,Delivered
457,1168,369,3,17-08-2024,Processing
458,2984,4779,1,17-08-2024,Processing
459,1515,4983,1,17-08-2024,Shipped
460,414,4792,5,17-08-2024,Processing
461,219,2674,1,17-08-2024,Processing
462,2879,81,4,17-08-2024,Cancelled
463,3112,3558,3,17-08-2024,Delivered
464,1323,423,4,17-08-2024,Delivered
465,4093,4452,5,17-08-2024,Delivered
466,2598,2744,1,17-08-2024,Delivered
467,153,1067,4,17-08-2024,Processing
468,2586,1528,3,17-08-2024,Shipped
469,3008,2101,4,17-08-2024,Shipped
470,4345,3045,5,17-08-2024,Delivered
471,1847,4598,3,17-08-2024,Shipped
472,2741,753,1,17-08-2024,Processing
473,4334,4386,3,17-08-2024,Processing
474,1347,2695,5,17-08-2024,Shipped
475,4933,447,3,17-08-2024,Delivered
476,3916,3737,1,17-08-2024,Processing
477,2315,193,4,17-08-2024,Shipped
478,3526,2724,1,17-08-2024,Processing
479,2833,1922,1,17-08-2024,Delivered
480,4524,1439,2,17-08-2024,Delivered
481,4304,4021,2,17-08-2024,Cancelled
482,1167,3346,3,17-08-2024,Processing
483,4334,2470,2,17-08-2024,Cancelled
484,1339,4065,1,17-08-2024,Shipped
485,4355,4206,2,17-08-2024,Cancelled
486,3053,3247,4,17-08-2024,Cancelled
487,4222,4675,2,17-08-2024,Delivered
488,3460,1119,5,17-08-2024,Delivered
489,2053,642,1,17-08-2024,Cancelled
490,478,1235,1,17-08-2024,Shipped
491,3467,4544,1,17-08-2024,Delivered
492,2215,2897,3,17-08-2024,Delivered
493,3440,4323,3,17-08-2024,Cancelled
494,2757,2512,2,17-08-2024,Shipped
495,3324,4334,5,17-08-2024,Shipped
496,3427,783,2,17-08-2024,Processing
497,1625,4375,2,17-08-2024,Processing
498,3063,1862,3,17-08-2024,Shipped
499,4569,1787,5,17-08-2024,Delivered
500,2604,3470,3,17-08-2024,Cancelled
501,2639,3326,2,17-08-2024,Cancelled
502,4390,4406,4,17-08-2024,Delivered
503,4646,2436,1,17-08-2024,Shipped
504,4939,3697,1,17-08-2024,Delivered
505,3869,139,5,17-08-2024,Processing
506,1558,1716,1,17-08-2024,Processing
507,3790,3586,1,17-08-2024,Shipped
508,4320,1078,4,17-08-2024,Delivered
509,4767,695,3,17-08-2024,Delivered
510,1079,3225,4,17-08-2024,Processing
511,3908,3119,5,17-08-2024,Delivered
512,2989,220,4,17-08-2024,Shipped
513,4677,229,5,17-08-2024,Cancelled
514,2552,4995,2,17-08-2024,Delivered
515,4634,2705,5,17-08-2024,Delivered
516,960,2769,4,17-08-2024,Processing
517,814,2680,4,17-08-2024,Shipped
518,4395,4350,5,17-08-2024,Cancelled
519,3970,2656,1,17-08-2024,Processing
520,2519,662,5,17-08-2024,Shipped
521,337,4606,4,17-08-2024,Shipped
522,972,212,4,17-08-2024,Shipped
523,3171,214,3,17-08-2024,Shipped
524,4662,2357,3,17-08-2024,Shipped
525,4016,1643,5,17-08-2024,Cancelled
526,1784,1716,1,17-08-2024,Processing
527,4097,901,1,17-08-2024,Delivered
528,113,2995,2,17-08-2024,Shipped
529,831,2535,4,17-08-2024,Processing
530,1110,4787,4,17-08-2024,Delivered
531,598,2752,4,17-08-2024,Cancelled
532,4546,2199,2,17-08-2024,Delivered
533,4544,1904,5,17-08-2024,Cancelled
534,3013,3979,1,17-08-2024,Delivered
535,4625,2048,2,17-08-2024,Cancelled
536,3940,654,3,17-08-2024,Shipped
537,3301,974,4,17-08-2024,Shipped
538,2180,1991,5,17-08-2024,Delivered
539,2132,4511,5,17-08-2024,Processing
540,379,4296,4,17-08-2024,Cancelled
541,1735,3275,2,17-08-2024,Shipped
542,3652,969,4,17-08-2024,Shipped
543,1819,4533,1,17-08-2024,Processing
544,1476,809,3,17-08-2024,Shipped
545,2922,4869,3,17-08-2024,Cancelled
546,3570,2932,4,17-08-2024,Shipped
547,2477,3679,3,17-08-2024,Processing
548,40,2322,3,17-08-2024,Delivered
549,3435,149,1,17-08-2024,Delivered
550,4404,4148,1,17-08-2024,Cancelled
551,2365,4184,4,17-08-2024,Delivered
552,2527,2645,3,17-08-2024,Processing
553,338,4330,2,17-08-2024,Delivered
554,355,1109,4,17-08-2024,Processing
555,3451,2368,5,17-08-2024,Processing
556,3788,3482,4,17-08-2024,Delivered
557,336,2956,2,17-08-2024,Processing
558,4247,1345,1,17-08-2024,Shipped
559,63,302,5,17-08-2024,Processing
560,1246,990,1,17-08-2024,Shipped
561,4948,4360,3,17-08-2024,Processing
562,1091,82,3,17-08-2024,Processing
563,2195,3932,1,17-08-2024,Delivered
564,660,4743,5,17-08-2024,Shipped
565,342,1564,4,17-08-2024,Processing
566,3042,4437,5,17-08-2024,Delivered
567,3244,921,1,17-08-2024,Delivered
568,3213,784,2,17-08-2024,Cancelled
569,4613,1386,4,17-08-2024,Cancelled
570,3418,3829,4,17-08-2024,Processing
571,2773,3748,2,17-08-2024,Processing
572,4275,854,3,17-08-2024,Delivered
573,76,2031,4,17-08-2024,Cancelled
574,1929,1843,1,17-08-2024,Cancelled
575,1074,1744,5,17-08-2024,Processing
576,1262,3167,2,17-08-2024,Shipped
577,3314,4632,3,17-08-2024,Delivered
578,316,2264,1,17-08-2024,Shipped
579,998,1985,2,17-08-2024,Cancelled
580,1892,825,5,17-08-2024,Delivered
581,3013,2310,3,17-08-2024,Delivered
582,2234,300,2,17-08-2024,Shipped
583,4021,4816,2,17-08-2024,Delivered
584,2526,838,1,17-08-2024,Shipped
585,2126,3730,1,17-08-2024,Processing
586,1744,2679,3,17-08-2024,Cancelled
587,4781,1956,3,17-08-2024,Delivered
588,683,2399,3,17-08-2024,Shipped
589,4335,4856,2,17-08-2024,Processing
590,1836,4741,5,17-08-2024,Delivered
591,1067,3814,4,17-08-2024,Processing
592,4049,4938,5,17-08-2024,Delivered
593,4256,1448,5,17-08-2024,Cancelled
594,4349,3994,4,17-08-2024,Delivered
595,3028,1580,4,17-08-2024,Shipped
596,1018,3431,1,17-08-2024,Shipped
597,827,3053,5,17-08-2024,Cancelled
598,1388,532,5,17-08-2024,Shipped
599,767,1952,4,17-08-2024,Shipped
600,446,4931,2,17-08-2024,Shipped
601,3539,4378,1,17-08-2024,Processing
602,961,32,1,17-08-2024,Delivered
603,1245,776,4,17-08-2024,Shipped
604,3046,1379,4,17-08-2024,Processing
605,4951,2,4,17-08-2024,Shipped
606,4121,3959,3,17-08-2024,Delivered
607,3501,2758,2,17-08-2024,Delivered
608,3198,3515,3,17-08-2024,Cancelled
609,3297,2951,2,17-08-2024,Shipped
610,243,2197,2,17-08-2024,Shipped
611,2088,2549,1,17-08-2024,Delivered
612,4290,3537,2,17-08-2024,Processing
613,3858,3731,3,17-08-2024,Shipped
614,2611,1972,4,17-08-2024,Delivered
615,4110,2541,4,17-08-2024,Shipped
616,4427,1354,1,17-08-2024,Delivered
617,1901,3699,3,17-08-2024,Processing
618,3852,2971,3,17-08-2024,Cancelled
619,58,4946,4,17-08-2024,Shipped
620,1176,929,2,17-08-2024,Cancelled
621,1316,3076,2,17-08-2024,Cancelled
622,568,1962,2,17-08-2024,Shipped
623,4025,2016,4,17-08-2024,Shipped
624,4604,2571,5,17-08-2024,Processing
625,1991,4857,4,17-08-2024,Shipped
626,4917,2750,5,17-08-2024,Processing
627,2068,1293,5,17-08-2024,Processing
628,25,610,2,17-08-2024,Shipped
629,3197,4982,2,17-08-2024,Shipped
630,4976,3290,3,17-08-2024,Processing
631,3430,1119,3,17-08-2024,Shipped
632,4622,2565,2,17-08-2024,Delivered
633,4699,2902,5,17-08-2024,Shipped
634,3821,1352,4,17-08-2024,Cancelled
635,978,115,2,17-08-2024,Processing
636,2312,3523,4,17-08-2024,Processing
637,3036,1596,4,17-08-2024,Cancelled
638,4783,2772,3,17-08-2024,Processing
639,2238,3956,4,17-08-2024,Delivered
640,3169,881,1,17-08-2024,Shipped
641,1197,128,3,17-08-2024,Processing
642,65,3045,4,17-08-2024,Cancelled
643,3555,984,3,17-08-2024,Cancelled
644,3575,1209,3,17-08-2024,Cancelled
645,2164,2732,2,17-08-2024,Shipped
646,3245,3532,2,17-08-2024,Delivered
